score_id,student_id,course_id,assignment_id,date_submitted,submission_status,points_possible,points_earned,missing_flag,late_flag
AS-STU2026084-HW02,STU2026084,ALG1-C,HW02,2026-09-15,Submitted,10,6.2,No,No
AS-STU2026084-HW03,STU2026084,ALG1-C,HW03,2026-09-17,Submitted,20,11.7,No,No
AS-STU2026084-HW04,STU2026084,ALG1-C,HW04,,Missing,20,0,Yes,No
AS-STU2026084-HW05,STU2026084,ALG1-C,HW05,2026-09-23,Submitted,20,12.4,No,No
AS-STU2026084-HW06,STU2026084,ALG1-C,HW06,2026-09-25,Submitted,20,8.5,No,No
AS-STU2026084-HW07,STU2026084,ALG1-C,HW07,2026-09-29,Submitted,10,7.7,No,No
AS-STU2026084-HW08,STU2026084,ALG1-C,HW08,,Missing,20,0,Yes,No
AS-STU2026084-HW09,STU2026084,ALG1-C,HW09,2026-10-05,Submitted,20,10.0,No,No
AS-STU2026084-HW10,STU2026084,ALG1-C,HW10,,Missing,15,0,Yes,No
AS-STU2026084-HW11,STU2026084,ALG1-C,HW11,2026-10-09,Submitted,20,11.5,No,No
AS-STU2026084-HW12,STU2026084,ALG1-C,HW12,2026-10-13,Submitted,20,12.0,No,No
AS-STU2026084-HW13,STU2026084,ALG1-C,HW13,,Missing,20,0,Yes,No
AS-STU2026084-HW14,STU2026084,ALG1-C,HW14,2026-10-19,Submitted,10,6.8,No,No
AS-STU2026084-HW15,STU2026084,ALG1-C,HW15,2026-10-21,Submitted,20,15.1,No,No
AS-STU2026084-HW16,STU2026084,ALG1-C,HW16,,Missing,20,0,Yes,No
AS-STU2026084-HW17,STU2026084,ALG1-C,HW17,2026-10-27,Submitted,20,10.7,No,No
AS-STU2026084-HW18,STU2026084,ALG1-C,HW18,2026-10-29,Submitted,10,7.7,No,No
AS-STU2026085-HW01,STU2026085,ALG1-C,HW01,2026-09-11,Submitted,20,11.7,No,No
AS-STU2026085-HW02,STU2026085,ALG1-C,HW02,2026-09-15,Submitted,10,7.1,No,No
AS-STU2026085-HW03,STU2026085,ALG1-C,HW03,2026-09-17,Submitted,20,17.2,No,No
AS-STU2026085-HW04,STU2026085,ALG1-C,HW04,2026-09-21,Submitted,20,8.2,No,No
AS-STU2026085-HW05,STU2026085,ALG1-C,HW05,2026-09-23,Submitted,20,14.2,No,No
AS-STU2026085-HW06,STU2026085,ALG1-C,HW06,2026-09-26,Late,20,12.8,No,Yes
AS-STU2026085-HW07,STU2026085,ALG1-C,HW07,2026-09-29,Submitted,10,4.7,No,No
AS-STU2026085-HW08,STU2026085,ALG1-C,HW08,2026-10-01,Submitted,20,17.1,No,No
AS-STU2026085-HW09,STU2026085,ALG1-C,HW09,2026-10-05,Submitted,20,16.4,No,No
AS-STU2026085-HW10,STU2026085,ALG1-C,HW10,2026-10-07,Submitted,15,7.3,No,No
AS-STU2026085-HW11,STU2026085,ALG1-C,HW11,2026-10-09,Submitted,20,15.0,No,No
AS-STU2026085-HW12,STU2026085,ALG1-C,HW12,2026-10-13,Submitted,20,14.8,No,No
AS-STU2026085-HW13,STU2026085,ALG1-C,HW13,2026-10-15,Submitted,20,13.2,No,No
AS-STU2026085-HW14,STU2026085,ALG1-C,HW14,2026-10-19,Submitted,10,9.3,No,No
AS-STU2026085-HW15,STU2026085,ALG1-C,HW15,2026-10-21,Submitted,20,17.3,No,No
AS-STU2026085-HW16,STU2026085,ALG1-C,HW16,2026-10-23,Submitted,20,16.3,No,No
AS-STU2026085-HW17,STU2026085,ALG1-C,HW17,2026-10-27,Submitted,20,13.4,No,No
AS-STU2026085-HW18,STU2026085,ALG1-C,HW18,2026-10-29,Submitted,10,7.5,No,No
AS-STU2026086-HW01,STU2026086,ALG1-C,HW01,2026-09-11,Submitted,20,10.5,No,No
AS-STU2026086-HW02,STU2026086,ALG1-C,HW02,,Missing,10,0,Yes,No
AS-STU2026086-HW03,STU2026086,ALG1-C,HW03,2026-09-17,Submitted,20,14.0,No,No
AS-STU2026086-HW04,STU2026086,ALG1-C,HW04,2026-09-21,Submitted,20,14.7,No,No
AS-STU2026086-HW05,STU2026086,ALG1-C,HW05,2026-09-23,Submitted,20,16.6,No,No
AS-STU2026086-HW06,STU2026086,ALG1-C,HW06,,Missing,20,0,Yes,No
AS-STU2026086-HW07,STU2026086,ALG1-C,HW07,2026-09-29,Submitted,10,6.6,No,No
AS-STU2026086-HW08,STU2026086,ALG1-C,HW08,2026-10-01,Submitted,20,13.8,No,No
AS-STU2026086-HW09,STU2026086,ALG1-C,HW09,2026-10-05,Submitted,20,15.1,No,No
AS-STU2026086-HW10,STU2026086,ALG1-C,HW10,,Missing,15,0,Yes,No
AS-STU2026086-HW11,STU2026086,ALG1-C,HW11,2026-10-09,Submitted,20,18.8,No,No
AS-STU2026086-HW12,STU2026086,ALG1-C,HW12,,Missing,20,0,Yes,No
AS-STU2026086-HW13,STU2026086,ALG1-C,HW13,2026-10-16,Late,20,14.5,No,Yes
AS-STU2026086-HW14,STU2026086,ALG1-C,HW14,2026-10-19,Submitted,10,6.7,No,No
AS-STU2026086-HW15,STU2026086,ALG1-C,HW15,2026-10-21,Submitted,20,11.5,No,No
AS-STU2026086-HW16,STU2026086,ALG1-C,HW16,2026-10-23,Submitted,20,11.2,No,No
AS-STU2026086-HW17,STU2026086,ALG1-C,HW17,2026-10-27,Submitted,20,15.3,No,No
AS-STU2026086-HW18,STU2026086,ALG1-C,HW18,2026-10-29,Submitted,10,6.2,No,No
AS-STU2026087-HW01,STU2026087,ALG1-C,HW01,2026-09-12,Late,20,17.2,No,Yes
AS-STU2026087-HW02,STU2026087,ALG1-C,HW02,2026-09-15,Submitted,10,8.8,No,No
AS-STU2026087-HW03,STU2026087,ALG1-C,HW03,2026-09-17,Submitted,20,20.0,No,No
AS-STU2026087-HW04,STU2026087,ALG1-C,HW04,2026-09-21,Submitted,20,16.3,No,No
AS-STU2026087-HW05,STU2026087,ALG1-C,HW05,2026-09-23,Submitted,20,12.9,No,No
AS-STU2026087-HW06,STU2026087,ALG1-C,HW06,2026-09-27,Late,20,11.7,No,Yes
AS-STU2026087-HW07,STU2026087,ALG1-C,HW07,2026-09-29,Submitted,10,8.6,No,No
AS-STU2026087-HW08,STU2026087,ALG1-C,HW08,2026-10-01,Submitted,20,14.9,No,No
AS-STU2026087-HW09,STU2026087,ALG1-C,HW09,2026-10-05,Submitted,20,18.8,No,No
AS-STU2026087-HW10,STU2026087,ALG1-C,HW10,2026-10-07,Submitted,15,12.1,No,No
AS-STU2026087-HW11,STU2026087,ALG1-C,HW11,2026-10-09,Submitted,20,17.6,No,No
AS-STU2026087-HW12,STU2026087,ALG1-C,HW12,,Missing,20,0,Yes,No
AS-STU2026087-HW13,STU2026087,ALG1-C,HW13,2026-10-15,Submitted,20,17.6,No,No
AS-STU2026087-HW14,STU2026087,ALG1-C,HW14,2026-10-19,Submitted,10,8.5,No,No
AS-STU2026087-HW15,STU2026087,ALG1-C,HW15,2026-10-21,Submitted,20,16.2,No,No
AS-STU2026087-HW16,STU2026087,ALG1-C,HW16,,Missing,20,0,Yes,No
AS-STU2026087-HW17,STU2026087,ALG1-C,HW17,2026-10-27,Submitted,20,14.9,No,No
AS-STU2026087-HW18,STU2026087,ALG1-C,HW18,2026-10-29,Submitted,10,10.0,No,No
AS-STU2026088-HW01,STU2026088,ALG1-C,HW01,,Missing,20,0,Yes,No
AS-STU2026088-HW02,STU2026088,ALG1-C,HW02,2026-09-15,Submitted,10,8.7,No,No
AS-STU2026088-HW03,STU2026088,ALG1-C,HW03,2026-09-17,Submitted,20,17.3,No,No
AS-STU2026088-HW04,STU2026088,ALG1-C,HW04,2026-09-21,Submitted,20,14.8,No,No
AS-STU2026088-HW05,STU2026088,ALG1-C,HW05,2026-09-23,Submitted,20,14.0,No,No
AS-STU2026088-HW06,STU2026088,ALG1-C,HW06,2026-09-25,Submitted,20,14.6,No,No
AS-STU2026088-HW07,STU2026088,ALG1-C,HW07,2026-09-29,Submitted,10,6.5,No,No
AS-STU2026088-HW08,STU2026088,ALG1-C,HW08,,Missing,20,0,Yes,No
AS-STU2026088-HW09,STU2026088,ALG1-C,HW09,2026-10-05,Submitted,20,14.6,No,No
AS-STU2026088-HW10,STU2026088,ALG1-C,HW10,2026-10-07,Submitted,15,11.1,No,No
AS-STU2026088-HW11,STU2026088,ALG1-C,HW11,2026-10-09,Late,20,14.2,No,Yes
AS-STU2026088-HW12,STU2026088,ALG1-C,HW12,2026-10-13,Submitted,20,14.1,No,No
AS-STU2026088-HW13,STU2026088,ALG1-C,HW13,2026-10-15,Submitted,20,8.0,No,No
AS-STU2026088-HW14,STU2026088,ALG1-C,HW14,2026-10-19,Submitted,10,6.2,No,No
AS-STU2026088-HW15,STU2026088,ALG1-C,HW15,2026-10-21,Submitted,20,12.0,No,No
AS-STU2026088-HW16,STU2026088,ALG1-C,HW16,2026-10-23,Submitted,20,11.9,No,No
AS-STU2026088-HW17,STU2026088,ALG1-C,HW17,2026-10-27,Submitted,20,13.8,No,No
AS-STU2026088-HW18,STU2026088,ALG1-C,HW18,2026-10-31,Late,10,8.2,No,Yes
AS-STU2026089-HW01,STU2026089,ALG1-C,HW01,2026-09-11,Submitted,20,14.2,No,No
AS-STU2026089-HW02,STU2026089,ALG1-C,HW02,2026-09-15,Submitted,10,7.4,No,No
AS-STU2026089-HW03,STU2026089,ALG1-C,HW03,2026-09-17,Submitted,20,14.9,No,No
AS-STU2026089-HW04,STU2026089,ALG1-C,HW04,2026-09-21,Submitted,20,13.5,No,No
AS-STU2026089-HW05,STU2026089,ALG1-C,HW05,2026-09-23,Submitted,20,14.1,No,No
AS-STU2026089-HW06,STU2026089,ALG1-C,HW06,2026-09-25,Submitted,20,13.8,No,No
AS-STU2026089-HW07,STU2026089,ALG1-C,HW07,2026-09-29,Submitted,10,7.4,No,No
AS-STU2026089-HW08,STU2026089,ALG1-C,HW08,2026-10-01,Submitted,20,20.0,No,No
AS-STU2026089-HW09,STU2026089,ALG1-C,HW09,,Missing,20,0,Yes,No
AS-STU2026089-HW10,STU2026089,ALG1-C,HW10,,Missing,15,0,Yes,No
AS-STU2026089-HW11,STU2026089,ALG1-C,HW11,2026-10-09,Submitted,20,12.2,No,No
AS-STU2026089-HW12,STU2026089,ALG1-C,HW12,2026-10-13,Submitted,20,12.4,No,No
AS-STU2026089-HW13,STU2026089,ALG1-C,HW13,2026-10-15,Submitted,20,13.9,No,No
AS-STU2026089-HW14,STU2026089,ALG1-C,HW14,2026-10-19,Submitted,10,6.7,No,No
AS-STU2026089-HW15,STU2026089,ALG1-C,HW15,2026-10-21,Submitted,20,13.8,No,No
AS-STU2026089-HW16,STU2026089,ALG1-C,HW16,2026-10-23,Submitted,20,17.0,No,No
AS-STU2026089-HW17,STU2026089,ALG1-C,HW17,2026-10-27,Submitted,20,16.0,No,No
AS-STU2026089-HW18,STU2026089,ALG1-C,HW18,2026-10-29,Submitted,10,7.9,No,No
AS-STU2026090-HW01,STU2026090,ALG1-C,HW01,2026-09-11,Submitted,20,18.4,No,No
AS-STU2026090-HW02,STU2026090,ALG1-C,HW02,2026-09-16,Late,10,6.1,No,Yes
AS-STU2026090-HW03,STU2026090,ALG1-C,HW03,2026-09-17,Submitted,20,16.6,No,No
AS-STU2026090-HW04,STU2026090,ALG1-C,HW04,,Missing,20,0,Yes,No
AS-STU2026090-HW05,STU2026090,ALG1-C,HW05,2026-09-23,Submitted,20,15.1,No,No
AS-STU2026090-HW06,STU2026090,ALG1-C,HW06,2026-09-25,Submitted,20,16.5,No,No
AS-STU2026090-HW07,STU2026090,ALG1-C,HW07,2026-09-29,Submitted,10,8.6,No,No
AS-STU2026090-HW08,STU2026090,ALG1-C,HW08,2026-10-01,Submitted,20,14.0,No,No
AS-STU2026090-HW09,STU2026090,ALG1-C,HW09,2026-10-05,Submitted,20,12.2,No,No
AS-STU2026090-HW10,STU2026090,ALG1-C,HW10,,Missing,15,0,Yes,No
AS-STU2026090-HW11,STU2026090,ALG1-C,HW11,2026-10-09,Submitted,20,15.2,No,No
AS-STU2026090-HW12,STU2026090,ALG1-C,HW12,2026-10-13,Submitted,20,14.8,No,No
AS-STU2026090-HW13,STU2026090,ALG1-C,HW13,2026-10-15,Submitted,20,20.0,No,No
AS-STU2026090-HW14,STU2026090,ALG1-C,HW14,2026-10-19,Submitted,10,7.4,No,No
AS-STU2026090-HW15,STU2026090,ALG1-C,HW15,2026-10-21,Submitted,20,19.4,No,No
AS-STU2026090-HW16,STU2026090,ALG1-C,HW16,2026-10-23,Submitted,20,16.5,No,No
AS-STU2026090-HW17,STU2026090,ALG1-C,HW17,2026-10-27,Submitted,20,11.2,No,No
AS-STU2026090-HW18,STU2026090,ALG1-C,HW18,2026-10-29,Submitted,10,7.4,No,No
AS-STU2026091-HW01,STU2026091,ALG1-C,HW01,2026-09-11,Submitted,20,10.6,No,No
AS-STU2026091-HW02,STU2026091,ALG1-C,HW02,2026-09-15,Submitted,10,9.3,No,No
AS-STU2026091-HW03,STU2026091,ALG1-C,HW03,2026-09-17,Submitted,20,17.9,No,No
AS-STU2026091-HW04,STU2026091,ALG1-C,HW04,2026-09-21,Submitted,20,18.8,No,No
AS-STU2026091-HW05,STU2026091,ALG1-C,HW05,2026-09-23,Submitted,20,18.1,No,No
AS-STU2026091-HW06,STU2026091,ALG1-C,HW06,2026-09-27,Late,20,12.0,No,Yes
AS-STU2026091-HW07,STU2026091,ALG1-C,HW07,2026-09-29,Submitted,10,9.2,No,No
AS-STU2026091-HW08,STU2026091,ALG1-C,HW08,2026-10-01,Submitted,20,14.0,No,No
AS-STU2026091-HW09,STU2026091,ALG1-C,HW09,2026-10-05,Submitted,20,14.2,No,No
AS-STU2026091-HW10,STU2026091,ALG1-C,HW10,2026-10-07,Submitted,15,9.6,No,No
AS-STU2026091-HW11,STU2026091,ALG1-C,HW11,2026-10-09,Submitted,20,16.6,No,No
AS-STU2026091-HW12,STU2026091,ALG1-C,HW12,2026-10-13,Submitted,20,13.7,No,No
AS-STU2026091-HW13,STU2026091,ALG1-C,HW13,2026-10-15,Submitted,20,16.5,No,No
AS-STU2026091-HW14,STU2026091,ALG1-C,HW14,2026-10-19,Submitted,10,9.1,No,No
AS-STU2026091-HW15,STU2026091,ALG1-C,HW15,2026-10-21,Submitted,20,13.5,No,No
AS-STU2026091-HW16,STU2026091,ALG1-C,HW16,2026-10-23,Submitted,20,15.0,No,No
AS-STU2026091-HW17,STU2026091,ALG1-C,HW17,2026-10-27,Submitted,20,17.6,No,No
AS-STU2026091-HW18,STU2026091,ALG1-C,HW18,2026-10-29,Submitted,10,8.7,No,No
AS-STU2026092-HW01,STU2026092,ALG1-C,HW01,2026-09-11,Submitted,20,17.2,No,No
AS-STU2026092-HW02,STU2026092,ALG1-C,HW02,2026-09-15,Submitted,10,8.7,No,No
AS-STU2026092-HW03,STU2026092,ALG1-C,HW03,2026-09-17,Submitted,20,15.0,No,No
AS-STU2026092-HW04,STU2026092,ALG1-C,HW04,2026-09-21,Submitted,20,16.9,No,No
AS-STU2026092-HW05,STU2026092,ALG1-C,HW05,2026-09-24,Late,20,18.0,No,Yes
AS-STU2026092-HW06,STU2026092,ALG1-C,HW06,2026-09-25,Submitted,20,13.1,No,No
AS-STU2026092-HW07,STU2026092,ALG1-C,HW07,2026-09-29,Submitted,10,7.1,No,No
AS-STU2026092-HW08,STU2026092,ALG1-C,HW08,2026-10-01,Submitted,20,12.0,No,No
AS-STU2026092-HW09,STU2026092,ALG1-C,HW09,2026-10-05,Submitted,20,12.6,No,No
AS-STU2026092-HW10,STU2026092,ALG1-C,HW10,,Missing,15,0,Yes,No
AS-STU2026092-HW11,STU2026092,ALG1-C,HW11,2026-10-09,Submitted,20,11.5,No,No
AS-STU2026092-HW12,STU2026092,ALG1-C,HW12,2026-10-13,Submitted,20,12.8,No,No
AS-STU2026092-HW13,STU2026092,ALG1-C,HW13,2026-10-15,Submitted,20,17.5,No,No
AS-STU2026092-HW14,STU2026092,ALG1-C,HW14,2026-10-19,Submitted,10,5.8,No,No
AS-STU2026092-HW15,STU2026092,ALG1-C,HW15,,Missing,20,0,Yes,No
AS-STU2026092-HW16,STU2026092,ALG1-C,HW16,2026-10-23,Submitted,20,15.1,No,No
AS-STU2026092-HW17,STU2026092,ALG1-C,HW17,2026-10-27,Late,20,12.5,No,Yes
AS-STU2026092-HW18,STU2026092,ALG1-C,HW18,2026-10-29,Submitted,10,6.7,No,No
AS-STU2026093-HW01,STU2026093,ALG1-C,HW01,2026-09-11,Submitted,20,15.0,No,No
AS-STU2026093-HW02,STU2026093,ALG1-C,HW02,2026-09-15,Submitted,10,8.8,No,No
AS-STU2026093-HW03,STU2026093,ALG1-C,HW03,2026-09-17,Submitted,20,17.4,No,No
AS-STU2026093-HW04,STU2026093,ALG1-C,HW04,2026-09-21,Submitted,20,19.1,No,No
AS-STU2026093-HW05,STU2026093,ALG1-C,HW05,2026-09-23,Late,20,13.9,No,Yes
AS-STU2026093-HW06,STU2026093,ALG1-C,HW06,,Missing,20,0,Yes,No
AS-STU2026093-HW07,STU2026093,ALG1-C,HW07,2026-09-29,Submitted,10,7.8,No,No
AS-STU2026093-HW08,STU2026093,ALG1-C,HW08,2026-10-01,Submitted,20,7.7,No,No
AS-STU2026093-HW09,STU2026093,ALG1-C,HW09,2026-10-05,Submitted,20,11.1,No,No
AS-STU2026093-HW10,STU2026093,ALG1-C,HW10,2026-10-07,Submitted,15,11.3,No,No
AS-STU2026093-HW11,STU2026093,ALG1-C,HW11,2026-10-09,Submitted,20,14.2,No,No
AS-STU2026093-HW12,STU2026093,ALG1-C,HW12,,Missing,20,0,Yes,No
AS-STU2026093-HW13,STU2026093,ALG1-C,HW13,,Missing,20,0,Yes,No
AS-STU2026093-HW14,STU2026093,ALG1-C,HW14,2026-10-19,Submitted,10,5.7,No,No
AS-STU2026093-HW15,STU2026093,ALG1-C,HW15,2026-10-21,Submitted,20,15.2,No,No
AS-STU2026093-HW16,STU2026093,ALG1-C,HW16,2026-10-23,Submitted,20,16.7,No,No
AS-STU2026093-HW17,STU2026093,ALG1-C,HW17,2026-10-27,Submitted,20,18.4,No,No
AS-STU2026093-HW18,STU2026093,ALG1-C,HW18,2026-10-29,Submitted,10,5.5,No,No
AS-STU2026094-HW01,STU2026094,ALG1-C,HW01,2026-09-11,Submitted,20,19.9,No,No
AS-STU2026094-HW02,STU2026094,ALG1-C,HW02,2026-09-15,Submitted,10,8.5,No,No
AS-STU2026094-HW03,STU2026094,ALG1-C,HW03,,Missing,20,0,Yes,No
AS-STU2026094-HW04,STU2026094,ALG1-C,HW04,2026-09-21,Submitted,20,15.3,No,No
AS-STU2026094-HW05,STU2026094,ALG1-C,HW05,2026-09-23,Late,20,17.0,No,Yes
AS-STU2026094-HW06,STU2026094,ALG1-C,HW06,2026-09-25,Submitted,20,17.9,No,No
AS-STU2026094-HW07,STU2026094,ALG1-C,HW07,2026-09-29,Submitted,10,7.5,No,No
AS-STU2026094-HW08,STU2026094,ALG1-C,HW08,2026-10-01,Submitted,20,18.1,No,No
AS-STU2026094-HW09,STU2026094,ALG1-C,HW09,,Missing,20,0,Yes,No
AS-STU2026094-HW10,STU2026094,ALG1-C,HW10,2026-10-07,Submitted,15,13.5,No,No
AS-STU2026094-HW11,STU2026094,ALG1-C,HW11,2026-10-11,Late,20,11.8,No,Yes
AS-STU2026094-HW12,STU2026094,ALG1-C,HW12,2026-10-13,Submitted,20,17.4,No,No
AS-STU2026094-HW13,STU2026094,ALG1-C,HW13,2026-10-15,Submitted,20,18.4,No,No
AS-STU2026094-HW14,STU2026094,ALG1-C,HW14,2026-10-19,Submitted,10,6.3,No,No
AS-STU2026094-HW15,STU2026094,ALG1-C,HW15,2026-10-21,Submitted,20,18.4,No,No
AS-STU2026094-HW16,STU2026094,ALG1-C,HW16,,Missing,20,0,Yes,No
AS-STU2026094-HW17,STU2026094,ALG1-C,HW17,2026-10-27,Submitted,20,16.2,No,No
AS-STU2026094-HW18,STU2026094,ALG1-C,HW18,2026-10-29,Submitted,10,8.9,No,No
AS-STU2026095-HW01,STU2026095,ALG1-C,HW01,,Missing,20,0,Yes,No
AS-STU2026095-HW02,STU2026095,ALG1-C,HW02,2026-09-15,Submitted,10,9.6,No,No
AS-STU2026095-HW03,STU2026095,ALG1-C,HW03,2026-09-17,Submitted,20,14.9,No,No
AS-STU2026095-HW04,STU2026095,ALG1-C,HW04,2026-09-21,Submitted,20,20.0,No,No
AS-STU2026095-HW05,STU2026095,ALG1-C,HW05,2026-09-23,Submitted,20,18.8,No,No
AS-STU2026095-HW06,STU2026095,ALG1-C,HW06,2026-09-25,Submitted,20,16.9,No,No
AS-STU2026095-HW07,STU2026095,ALG1-C,HW07,2026-09-29,Submitted,10,9.3,No,No
AS-STU2026095-HW08,STU2026095,ALG1-C,HW08,2026-10-01,Submitted,20,13.2,No,No
AS-STU2026095-HW09,STU2026095,ALG1-C,HW09,2026-10-05,Submitted,20,16.6,No,No
AS-STU2026095-HW10,STU2026095,ALG1-C,HW10,2026-10-07,Submitted,15,13.2,No,No
AS-STU2026095-HW11,STU2026095,ALG1-C,HW11,2026-10-09,Submitted,20,20.0,No,No
AS-STU2026095-HW12,STU2026095,ALG1-C,HW12,2026-10-13,Submitted,20,20.0,No,No
AS-STU2026095-HW13,STU2026095,ALG1-C,HW13,2026-10-15,Submitted,20,18.6,No,No
AS-STU2026095-HW14,STU2026095,ALG1-C,HW14,2026-10-19,Submitted,10,10.0,No,No
AS-STU2026095-HW15,STU2026095,ALG1-C,HW15,2026-10-21,Submitted,20,16.6,No,No
AS-STU2026095-HW16,STU2026095,ALG1-C,HW16,2026-10-23,Submitted,20,12.2,No,No
AS-STU2026095-HW17,STU2026095,ALG1-C,HW17,2026-10-28,Late,20,14.2,No,Yes
AS-STU2026095-HW18,STU2026095,ALG1-C,HW18,2026-10-29,Submitted,10,10.0,No,No
AS-STU2026096-HW01,STU2026096,ALG1-C,HW01,2026-09-11,Submitted,20,19.4,No,No
AS-STU2026096-HW02,STU2026096,ALG1-C,HW02,2026-09-15,Submitted,10,10.0,No,No
AS-STU2026096-HW03,STU2026096,ALG1-C,HW03,2026-09-17,Submitted,20,17.0,No,No
AS-STU2026096-HW04,STU2026096,ALG1-C,HW04,2026-09-21,Submitted,20,14.1,No,No
AS-STU2026096-HW05,STU2026096,ALG1-C,HW05,2026-09-23,Submitted,20,19.2,No,No
AS-STU2026096-HW06,STU2026096,ALG1-C,HW06,2026-09-25,Submitted,20,15.6,No,No
AS-STU2026096-HW07,STU2026096,ALG1-C,HW07,,Missing,10,0,Yes,No
AS-STU2026096-HW08,STU2026096,ALG1-C,HW08,2026-10-01,Submitted,20,14.1,No,No
AS-STU2026096-HW09,STU2026096,ALG1-C,HW09,2026-10-05,Submitted,20,14.1,No,No
AS-STU2026096-HW10,STU2026096,ALG1-C,HW10,2026-10-07,Submitted,15,10.7,No,No
AS-STU2026096-HW11,STU2026096,ALG1-C,HW11,2026-10-09,Submitted,20,20.0,No,No
AS-STU2026096-HW12,STU2026096,ALG1-C,HW12,2026-10-13,Submitted,20,17.8,No,No
AS-STU2026096-HW13,STU2026096,ALG1-C,HW13,2026-10-15,Submitted,20,17.3,No,No
AS-STU2026096-HW14,STU2026096,ALG1-C,HW14,2026-10-19,Submitted,10,10.0,No,No
AS-STU2026096-HW15,STU2026096,ALG1-C,HW15,2026-10-21,Submitted,20,16.3,No,No
AS-STU2026096-HW16,STU2026096,ALG1-C,HW16,2026-10-23,Submitted,20,20.0,No,No
AS-STU2026096-HW17,STU2026096,ALG1-C,HW17,2026-10-28,Late,20,13.4,No,Yes
AS-STU2026096-HW18,STU2026096,ALG1-C,HW18,2026-10-29,Submitted,10,7.1,No,No
AS-STU2026097-HW01,STU2026097,ALG1-C,HW01,2026-09-11,Submitted,20,11.8,No,No
AS-STU2026097-HW02,STU2026097,ALG1-C,HW02,2026-09-15,Submitted,10,7.5,No,No
AS-STU2026097-HW03,STU2026097,ALG1-C,HW03,2026-09-17,Submitted,20,13.1,No,No
AS-STU2026097-HW04,STU2026097,ALG1-C,HW04,2026-09-21,Submitted,20,13.1,No,No
AS-STU2026097-HW05,STU2026097,ALG1-C,HW05,2026-09-23,Submitted,20,10.6,No,No
AS-STU2026097-HW06,STU2026097,ALG1-C,HW06,2026-09-25,Submitted,20,12.1,No,No
AS-STU2026097-HW07,STU2026097,ALG1-C,HW07,,Missing,10,0,Yes,No
AS-STU2026097-HW08,STU2026097,ALG1-C,HW08,2026-10-02,Late,20,13.9,No,Yes
AS-STU2026097-HW09,STU2026097,ALG1-C,HW09,2026-10-06,Late,20,9.6,No,Yes
AS-STU2026097-HW10,STU2026097,ALG1-C,HW10,,Missing,15,0,Yes,No
AS-STU2026097-HW11,STU2026097,ALG1-C,HW11,2026-10-09,Submitted,20,10.0,No,No
AS-STU2026097-HW12,STU2026097,ALG1-C,HW12,2026-10-13,Submitted,20,12.4,No,No
AS-STU2026097-HW13,STU2026097,ALG1-C,HW13,2026-10-15,Submitted,20,9.1,No,No
AS-STU2026097-HW14,STU2026097,ALG1-C,HW14,2026-10-19,Submitted,10,7.1,No,No
AS-STU2026097-HW15,STU2026097,ALG1-C,HW15,,Missing,20,0,Yes,No
AS-STU2026097-HW16,STU2026097,ALG1-C,HW16,2026-10-23,Submitted,20,17.8,No,No
AS-STU2026097-HW17,STU2026097,ALG1-C,HW17,2026-10-27,Submitted,20,13.6,No,No
AS-STU2026097-HW18,STU2026097,ALG1-C,HW18,2026-10-29,Submitted,10,7.6,No,No
AS-STU2026098-HW01,STU2026098,ALG1-C,HW01,2026-09-11,Submitted,20,10.6,No,No
AS-STU2026098-HW02,STU2026098,ALG1-C,HW02,2026-09-15,Submitted,10,4.1,No,No
AS-STU2026098-HW03,STU2026098,ALG1-C,HW03,2026-09-17,Submitted,20,8.8,No,No
AS-STU2026098-HW04,STU2026098,ALG1-C,HW04,2026-09-21,Submitted,20,9.3,No,No
AS-STU2026098-HW05,STU2026098,ALG1-C,HW05,2026-09-23,Submitted,20,7.0,No,No
AS-STU2026098-HW06,STU2026098,ALG1-C,HW06,,Missing,20,0,Yes,No
AS-STU2026098-HW07,STU2026098,ALG1-C,HW07,2026-10-01,Late,10,3.5,No,Yes
AS-STU2026098-HW08,STU2026098,ALG1-C,HW08,2026-10-01,Submitted,20,15.5,No,No
AS-STU2026098-HW09,STU2026098,ALG1-C,HW09,2026-10-05,Submitted,20,11.4,No,No
AS-STU2026098-HW10,STU2026098,ALG1-C,HW10,2026-10-07,Submitted,15,6.6,No,No
AS-STU2026098-HW11,STU2026098,ALG1-C,HW11,,Missing,20,0,Yes,No
AS-STU2026098-HW12,STU2026098,ALG1-C,HW12,2026-10-15,Late,20,9.7,No,Yes
AS-STU2026098-HW13,STU2026098,ALG1-C,HW13,2026-10-15,Submitted,20,7.6,No,No
AS-STU2026098-HW14,STU2026098,ALG1-C,HW14,2026-10-19,Submitted,10,3.6,No,No
AS-STU2026098-HW15,STU2026098,ALG1-C,HW15,2026-10-21,Submitted,20,7.0,No,No
AS-STU2026098-HW16,STU2026098,ALG1-C,HW16,2026-10-23,Submitted,20,7.0,No,No
AS-STU2026098-HW17,STU2026098,ALG1-C,HW17,2026-10-30,Late,20,6.3,No,Yes
AS-STU2026098-HW18,STU2026098,ALG1-C,HW18,,Missing,10,0,Yes,No
AS-STU2026099-HW01,STU2026099,ALG1-C,HW01,,Missing,20,0,Yes,No
AS-STU2026099-HW02,STU2026099,ALG1-C,HW02,2026-09-15,Submitted,10,7.8,No,No
AS-STU2026099-HW03,STU2026099,ALG1-C,HW03,2026-09-17,Submitted,20,15.3,No,No
