attendance_id,student_id,course_id,date,status,minutes_late,excused_flag
ATT-STU2026044-2026-09-10,STU2026044,ALG1-B,2026-09-10,Present,0,
ATT-STU2026044-2026-09-11,STU2026044,ALG1-B,2026-09-11,Present,0,
ATT-STU2026044-2026-09-14,STU2026044,ALG1-B,2026-09-14,Present,0,
ATT-STU2026044-2026-09-15,STU2026044,ALG1-B,2026-09-15,Present,0,
ATT-STU2026044-2026-09-16,STU2026044,ALG1-B,2026-09-16,Present,0,
ATT-STU2026044-2026-09-17,STU2026044,ALG1-B,2026-09-17,Present,0,
ATT-STU2026044-2026-09-18,STU2026044,ALG1-B,2026-09-18,Present,0,
ATT-STU2026044-2026-09-21,STU2026044,ALG1-B,2026-09-21,Present,0,
ATT-STU2026044-2026-09-22,STU2026044,ALG1-B,2026-09-22,Present,0,
ATT-STU2026044-2026-09-23,STU2026044,ALG1-B,2026-09-23,Present,0,
ATT-STU2026044-2026-09-24,STU2026044,ALG1-B,2026-09-24,Absent,0,Yes
ATT-STU2026044-2026-09-25,STU2026044,ALG1-B,2026-09-25,Present,0,
ATT-STU2026044-2026-09-28,STU2026044,ALG1-B,2026-09-28,Present,0,
ATT-STU2026044-2026-09-29,STU2026044,ALG1-B,2026-09-29,Present,0,
ATT-STU2026044-2026-09-30,STU2026044,ALG1-B,2026-09-30,Present,0,
ATT-STU2026044-2026-10-01,STU2026044,ALG1-B,2026-10-01,Tardy,10,
ATT-STU2026044-2026-10-02,STU2026044,ALG1-B,2026-10-02,Present,0,
ATT-STU2026044-2026-10-05,STU2026044,ALG1-B,2026-10-05,Present,0,
ATT-STU2026044-2026-10-06,STU2026044,ALG1-B,2026-10-06,Present,0,
ATT-STU2026044-2026-10-07,STU2026044,ALG1-B,2026-10-07,Present,0,
ATT-STU2026044-2026-10-08,STU2026044,ALG1-B,2026-10-08,Present,0,
ATT-STU2026044-2026-10-09,STU2026044,ALG1-B,2026-10-09,Present,0,
ATT-STU2026044-2026-10-12,STU2026044,ALG1-B,2026-10-12,Present,0,
ATT-STU2026044-2026-10-13,STU2026044,ALG1-B,2026-10-13,Absent,0,No
ATT-STU2026044-2026-10-14,STU2026044,ALG1-B,2026-10-14,Present,0,
ATT-STU2026044-2026-10-15,STU2026044,ALG1-B,2026-10-15,Present,0,
ATT-STU2026044-2026-10-16,STU2026044,ALG1-B,2026-10-16,Present,0,
ATT-STU2026044-2026-10-19,STU2026044,ALG1-B,2026-10-19,Present,0,
ATT-STU2026044-2026-10-20,STU2026044,ALG1-B,2026-10-20,Tardy,7,
ATT-STU2026044-2026-10-21,STU2026044,ALG1-B,2026-10-21,Present,0,
ATT-STU2026044-2026-10-22,STU2026044,ALG1-B,2026-10-22,Present,0,
ATT-STU2026044-2026-10-23,STU2026044,ALG1-B,2026-10-23,Present,0,
ATT-STU2026044-2026-10-26,STU2026044,ALG1-B,2026-10-26,Present,0,
ATT-STU2026044-2026-10-27,STU2026044,ALG1-B,2026-10-27,Absent,0,No
ATT-STU2026044-2026-10-28,STU2026044,ALG1-B,2026-10-28,Present,0,
ATT-STU2026044-2026-10-29,STU2026044,ALG1-B,2026-10-29,Present,0,
ATT-STU2026044-2026-10-30,STU2026044,ALG1-B,2026-10-30,Present,0,
ATT-STU2026044-2026-11-02,STU2026044,ALG1-B,2026-11-02,Present,0,
ATT-STU2026044-2026-11-03,STU2026044,ALG1-B,2026-11-03,Present,0,
ATT-STU2026044-2026-11-04,STU2026044,ALG1-B,2026-11-04,Present,0,
ATT-STU2026044-2026-11-05,STU2026044,ALG1-B,2026-11-05,Present,0,
ATT-STU2026044-2026-11-06,STU2026044,ALG1-B,2026-11-06,Present,0,
ATT-STU2026044-2026-11-09,STU2026044,ALG1-B,2026-11-09,Present,0,
ATT-STU2026045-2026-09-08,STU2026045,ALG1-B,2026-09-08,Present,0,
ATT-STU2026045-2026-09-09,STU2026045,ALG1-B,2026-09-09,Present,0,
ATT-STU2026045-2026-09-10,STU2026045,ALG1-B,2026-09-10,Present,0,
ATT-STU2026045-2026-09-11,STU2026045,ALG1-B,2026-09-11,Present,0,
ATT-STU2026045-2026-09-14,STU2026045,ALG1-B,2026-09-14,Present,0,
ATT-STU2026045-2026-09-15,STU2026045,ALG1-B,2026-09-15,Present,0,
ATT-STU2026045-2026-09-16,STU2026045,ALG1-B,2026-09-16,Present,0,
ATT-STU2026045-2026-09-17,STU2026045,ALG1-B,2026-09-17,Absent,0,Yes
ATT-STU2026045-2026-09-18,STU2026045,ALG1-B,2026-09-18,Tardy,15,
ATT-STU2026045-2026-09-21,STU2026045,ALG1-B,2026-09-21,Present,0,
ATT-STU2026045-2026-09-22,STU2026045,ALG1-B,2026-09-22,Absent,0,Yes
ATT-STU2026045-2026-09-23,STU2026045,ALG1-B,2026-09-23,Present,0,
ATT-STU2026045-2026-09-24,STU2026045,ALG1-B,2026-09-24,Present,0,
ATT-STU2026045-2026-09-25,STU2026045,ALG1-B,2026-09-25,Present,0,
ATT-STU2026045-2026-09-28,STU2026045,ALG1-B,2026-09-28,Present,0,
ATT-STU2026045-2026-09-29,STU2026045,ALG1-B,2026-09-29,Present,0,
ATT-STU2026045-2026-09-30,STU2026045,ALG1-B,2026-09-30,Present,0,
ATT-STU2026045-2026-10-01,STU2026045,ALG1-B,2026-10-01,Present,0,
ATT-STU2026045-2026-10-02,STU2026045,ALG1-B,2026-10-02,Present,0,
ATT-STU2026045-2026-10-05,STU2026045,ALG1-B,2026-10-05,Present,0,
ATT-STU2026045-2026-10-06,STU2026045,ALG1-B,2026-10-06,Present,0,
ATT-STU2026045-2026-10-07,STU2026045,ALG1-B,2026-10-07,Absent,0,No
ATT-STU2026045-2026-10-08,STU2026045,ALG1-B,2026-10-08,Absent,0,Yes
ATT-STU2026045-2026-10-09,STU2026045,ALG1-B,2026-10-09,Present,0,
ATT-STU2026045-2026-10-12,STU2026045,ALG1-B,2026-10-12,Present,0,
ATT-STU2026045-2026-10-13,STU2026045,ALG1-B,2026-10-13,Present,0,
ATT-STU2026045-2026-10-14,STU2026045,ALG1-B,2026-10-14,Present,0,
ATT-STU2026045-2026-10-15,STU2026045,ALG1-B,2026-10-15,Present,0,
ATT-STU2026045-2026-10-16,STU2026045,ALG1-B,2026-10-16,Absent,0,No
ATT-STU2026045-2026-10-19,STU2026045,ALG1-B,2026-10-19,Present,0,
ATT-STU2026045-2026-10-20,STU2026045,ALG1-B,2026-10-20,Present,0,
ATT-STU2026045-2026-10-21,STU2026045,ALG1-B,2026-10-21,Present,0,
ATT-STU2026045-2026-10-22,STU2026045,ALG1-B,2026-10-22,Present,0,
ATT-STU2026045-2026-10-23,STU2026045,ALG1-B,2026-10-23,Present,0,
ATT-STU2026045-2026-10-26,STU2026045,ALG1-B,2026-10-26,Present,0,
ATT-STU2026045-2026-10-27,STU2026045,ALG1-B,2026-10-27,Present,0,
ATT-STU2026045-2026-10-28,STU2026045,ALG1-B,2026-10-28,Absent,0,No
ATT-STU2026045-2026-10-29,STU2026045,ALG1-B,2026-10-29,Present,0,
ATT-STU2026045-2026-10-30,STU2026045,ALG1-B,2026-10-30,Present,0,
ATT-STU2026045-2026-11-02,STU2026045,ALG1-B,2026-11-02,Present,0,
ATT-STU2026045-2026-11-03,STU2026045,ALG1-B,2026-11-03,Present,0,
ATT-STU2026045-2026-11-04,STU2026045,ALG1-B,2026-11-04,Present,0,
ATT-STU2026045-2026-11-05,STU2026045,ALG1-B,2026-11-05,Present,0,
ATT-STU2026045-2026-11-06,STU2026045,ALG1-B,2026-11-06,Present,0,
ATT-STU2026045-2026-11-09,STU2026045,ALG1-B,2026-11-09,Present,0,
ATT-STU2026046-2026-09-08,STU2026046,ALG1-B,2026-09-08,Present,0,
ATT-STU2026046-2026-09-09,STU2026046,ALG1-B,2026-09-09,Present,0,
ATT-STU2026046-2026-09-10,STU2026046,ALG1-B,2026-09-10,Absent,0,No
ATT-STU2026046-2026-09-11,STU2026046,ALG1-B,2026-09-11,Present,0,
ATT-STU2026046-2026-09-14,STU2026046,ALG1-B,2026-09-14,Present,0,
ATT-STU2026046-2026-09-15,STU2026046,ALG1-B,2026-09-15,Absent,0,Yes
ATT-STU2026046-2026-09-16,STU2026046,ALG1-B,2026-09-16,Tardy,15,
ATT-STU2026046-2026-09-17,STU2026046,ALG1-B,2026-09-17,Absent,0,Yes
ATT-STU2026046-2026-09-18,STU2026046,ALG1-B,2026-09-18,Absent,0,Yes
ATT-STU2026046-2026-09-21,STU2026046,ALG1-B,2026-09-21,Present,0,
ATT-STU2026046-2026-09-22,STU2026046,ALG1-B,2026-09-22,Present,0,
ATT-STU2026046-2026-09-23,STU2026046,ALG1-B,2026-09-23,Absent,0,Yes
ATT-STU2026046-2026-09-24,STU2026046,ALG1-B,2026-09-24,Present,0,
ATT-STU2026046-2026-09-25,STU2026046,ALG1-B,2026-09-25,Present,0,
ATT-STU2026046-2026-09-28,STU2026046,ALG1-B,2026-09-28,Absent,0,Yes
ATT-STU2026046-2026-09-29,STU2026046,ALG1-B,2026-09-29,Present,0,
ATT-STU2026046-2026-09-30,STU2026046,ALG1-B,2026-09-30,Present,0,
ATT-STU2026046-2026-10-01,STU2026046,ALG1-B,2026-10-01,Absent,0,Yes
ATT-STU2026046-2026-10-02,STU2026046,ALG1-B,2026-10-02,Absent,0,No
ATT-STU2026046-2026-10-05,STU2026046,ALG1-B,2026-10-05,Present,0,
ATT-STU2026046-2026-10-06,STU2026046,ALG1-B,2026-10-06,Present,0,
ATT-STU2026046-2026-10-07,STU2026046,ALG1-B,2026-10-07,Absent,0,Yes
ATT-STU2026046-2026-10-08,STU2026046,ALG1-B,2026-10-08,Present,0,
ATT-STU2026046-2026-10-09,STU2026046,ALG1-B,2026-10-09,Present,0,
ATT-STU2026046-2026-10-12,STU2026046,ALG1-B,2026-10-12,Present,0,
ATT-STU2026046-2026-10-13,STU2026046,ALG1-B,2026-10-13,Present,0,
ATT-STU2026046-2026-10-14,STU2026046,ALG1-B,2026-10-14,Present,0,
ATT-STU2026046-2026-10-15,STU2026046,ALG1-B,2026-10-15,Present,0,
ATT-STU2026046-2026-10-16,STU2026046,ALG1-B,2026-10-16,Present,0,
ATT-STU2026046-2026-10-19,STU2026046,ALG1-B,2026-10-19,Present,0,
ATT-STU2026046-2026-10-20,STU2026046,ALG1-B,2026-10-20,Present,0,
ATT-STU2026046-2026-10-21,STU2026046,ALG1-B,2026-10-21,Present,0,
ATT-STU2026046-2026-10-22,STU2026046,ALG1-B,2026-10-22,Present,0,
ATT-STU2026046-2026-10-23,STU2026046,ALG1-B,2026-10-23,Present,0,
ATT-STU2026046-2026-10-26,STU2026046,ALG1-B,2026-10-26,Present,0,
ATT-STU2026046-2026-10-27,STU2026046,ALG1-B,2026-10-27,Present,0,
ATT-STU2026046-2026-10-28,STU2026046,ALG1-B,2026-10-28,Present,0,
ATT-STU2026046-2026-10-29,STU2026046,ALG1-B,2026-10-29,Absent,0,Yes
ATT-STU2026046-2026-10-30,STU2026046,ALG1-B,2026-10-30,Present,0,
ATT-STU2026046-2026-11-02,STU2026046,ALG1-B,2026-11-02,Present,0,
ATT-STU2026046-2026-11-03,STU2026046,ALG1-B,2026-11-03,Present,0,
ATT-STU2026046-2026-11-04,STU2026046,ALG1-B,2026-11-04,Present,0,
ATT-STU2026046-2026-11-05,STU2026046,ALG1-B,2026-11-05,Present,0,
ATT-STU2026046-2026-11-06,STU2026046,ALG1-B,2026-11-06,Present,0,
ATT-STU2026046-2026-11-09,STU2026046,ALG1-B,2026-11-09,Absent,0,Yes
ATT-STU2026047-2026-09-08,STU2026047,ALG1-B,2026-09-08,Present,0,
ATT-STU2026047-2026-09-09,STU2026047,ALG1-B,2026-09-09,Absent,0,Yes
ATT-STU2026047-2026-09-10,STU2026047,ALG1-B,2026-09-10,Present,0,
ATT-STU2026047-2026-09-11,STU2026047,ALG1-B,2026-09-11,Present,0,
ATT-STU2026047-2026-09-14,STU2026047,ALG1-B,2026-09-14,Present,0,
ATT-STU2026047-2026-09-15,STU2026047,ALG1-B,2026-09-15,Tardy,7,
ATT-STU2026047-2026-09-16,STU2026047,ALG1-B,2026-09-16,Present,0,
ATT-STU2026047-2026-09-17,STU2026047,ALG1-B,2026-09-17,Present,0,
ATT-STU2026047-2026-09-18,STU2026047,ALG1-B,2026-09-18,Present,0,
ATT-STU2026047-2026-09-21,STU2026047,ALG1-B,2026-09-21,Present,0,
ATT-STU2026047-2026-09-22,STU2026047,ALG1-B,2026-09-22,Present,0,
ATT-STU2026047-2026-09-23,STU2026047,ALG1-B,2026-09-23,Present,0,
ATT-STU2026047-2026-09-24,STU2026047,ALG1-B,2026-09-24,Present,0,
ATT-STU2026047-2026-09-25,STU2026047,ALG1-B,2026-09-25,Present,0,
ATT-STU2026047-2026-09-28,STU2026047,ALG1-B,2026-09-28,Present,0,
ATT-STU2026047-2026-09-29,STU2026047,ALG1-B,2026-09-29,Present,0,
ATT-STU2026047-2026-09-30,STU2026047,ALG1-B,2026-09-30,Present,0,
ATT-STU2026047-2026-10-01,STU2026047,ALG1-B,2026-10-01,Present,0,
ATT-STU2026047-2026-10-02,STU2026047,ALG1-B,2026-10-02,Present,0,
ATT-STU2026047-2026-10-05,STU2026047,ALG1-B,2026-10-05,Present,0,
ATT-STU2026047-2026-10-06,STU2026047,ALG1-B,2026-10-06,Present,0,
ATT-STU2026047-2026-10-07,STU2026047,ALG1-B,2026-10-07,Present,0,
ATT-STU2026047-2026-10-08,STU2026047,ALG1-B,2026-10-08,Tardy,5,
ATT-STU2026047-2026-10-09,STU2026047,ALG1-B,2026-10-09,Present,0,
ATT-STU2026047-2026-10-12,STU2026047,ALG1-B,2026-10-12,Present,0,
ATT-STU2026047-2026-10-13,STU2026047,ALG1-B,2026-10-13,Present,0,
ATT-STU2026047-2026-10-14,STU2026047,ALG1-B,2026-10-14,Present,0,
ATT-STU2026047-2026-10-15,STU2026047,ALG1-B,2026-10-15,Present,0,
ATT-STU2026047-2026-10-16,STU2026047,ALG1-B,2026-10-16,Present,0,
ATT-STU2026047-2026-10-19,STU2026047,ALG1-B,2026-10-19,Present,0,
ATT-STU2026047-2026-10-20,STU2026047,ALG1-B,2026-10-20,Present,0,
ATT-STU2026047-2026-10-21,STU2026047,ALG1-B,2026-10-21,Present,0,
ATT-STU2026047-2026-10-22,STU2026047,ALG1-B,2026-10-22,Present,0,
ATT-STU2026047-2026-10-23,STU2026047,ALG1-B,2026-10-23,Absent,0,No
ATT-STU2026047-2026-10-26,STU2026047,ALG1-B,2026-10-26,Present,0,
ATT-STU2026047-2026-10-27,STU2026047,ALG1-B,2026-10-27,Present,0,
ATT-STU2026047-2026-10-28,STU2026047,ALG1-B,2026-10-28,Present,0,
ATT-STU2026047-2026-10-29,STU2026047,ALG1-B,2026-10-29,Present,0,
ATT-STU2026047-2026-10-30,STU2026047,ALG1-B,2026-10-30,Present,0,
ATT-STU2026047-2026-11-02,STU2026047,ALG1-B,2026-11-02,Present,0,
ATT-STU2026047-2026-11-03,STU2026047,ALG1-B,2026-11-03,Present,0,
ATT-STU2026047-2026-11-04,STU2026047,ALG1-B,2026-11-04,Absent,0,No
ATT-STU2026047-2026-11-05,STU2026047,ALG1-B,2026-11-05,Present,0,
ATT-STU2026047-2026-11-06,STU2026047,ALG1-B,2026-11-06,Absent,0,No
ATT-STU2026047-2026-11-09,STU2026047,ALG1-B,2026-11-09,Present,0,
ATT-STU2026048-2026-09-08,STU2026048,ALG1-B,2026-09-08,Tardy,10,
ATT-STU2026048-2026-09-09,STU2026048,ALG1-B,2026-09-09,Absent,0,No
ATT-STU2026048-2026-09-10,STU2026048,ALG1-B,2026-09-10,Present,0,
ATT-STU2026048-2026-09-11,STU2026048,ALG1-B,2026-09-11,Present,0,
ATT-STU2026048-2026-09-14,STU2026048,ALG1-B,2026-09-14,Present,0,
ATT-STU2026048-2026-09-15,STU2026048,ALG1-B,2026-09-15,Present,0,
ATT-STU2026048-2026-09-16,STU2026048,ALG1-B,2026-09-16,Present,0,
ATT-STU2026048-2026-09-17,STU2026048,ALG1-B,2026-09-17,Present,0,
ATT-STU2026048-2026-09-18,STU2026048,ALG1-B,2026-09-18,Present,0,
ATT-STU2026048-2026-09-21,STU2026048,ALG1-B,2026-09-21,Present,0,
ATT-STU2026048-2026-09-22,STU2026048,ALG1-B,2026-09-22,Present,0,
ATT-STU2026048-2026-09-23,STU2026048,ALG1-B,2026-09-23,Present,0,
ATT-STU2026048-2026-09-24,STU2026048,ALG1-B,2026-09-24,Present,0,
ATT-STU2026048-2026-09-25,STU2026048,ALG1-B,2026-09-25,Present,0,
ATT-STU2026048-2026-09-28,STU2026048,ALG1-B,2026-09-28,Present,0,
ATT-STU2026048-2026-09-29,STU2026048,ALG1-B,2026-09-29,Present,0,
ATT-STU2026048-2026-09-30,STU2026048,ALG1-B,2026-09-30,Present,0,
ATT-STU2026048-2026-10-01,STU2026048,ALG1-B,2026-10-01,Absent,0,Yes
ATT-STU2026048-2026-10-02,STU2026048,ALG1-B,2026-10-02,Absent,0,Yes
ATT-STU2026048-2026-10-05,STU2026048,ALG1-B,2026-10-05,Present,0,
ATT-STU2026048-2026-10-06,STU2026048,ALG1-B,2026-10-06,Present,0,
ATT-STU2026048-2026-10-07,STU2026048,ALG1-B,2026-10-07,Present,0,
ATT-STU2026048-2026-10-08,STU2026048,ALG1-B,2026-10-08,Present,0,
ATT-STU2026048-2026-10-09,STU2026048,ALG1-B,2026-10-09,Present,0,
ATT-STU2026048-2026-10-12,STU2026048,ALG1-B,2026-10-12,Present,0,
ATT-STU2026048-2026-10-13,STU2026048,ALG1-B,2026-10-13,Present,0,
ATT-STU2026048-2026-10-14,STU2026048,ALG1-B,2026-10-14,Present,0,
ATT-STU2026048-2026-10-15,STU2026048,ALG1-B,2026-10-15,Present,0,
ATT-STU2026048-2026-10-16,STU2026048,ALG1-B,2026-10-16,Present,0,
ATT-STU2026048-2026-10-19,STU2026048,ALG1-B,2026-10-19,Present,0,
ATT-STU2026048-2026-10-20,STU2026048,ALG1-B,2026-10-20,Present,0,
ATT-STU2026048-2026-10-21,STU2026048,ALG1-B,2026-10-21,Present,0,
ATT-STU2026048-2026-10-22,STU2026048,ALG1-B,2026-10-22,Present,0,
ATT-STU2026048-2026-10-23,STU2026048,ALG1-B,2026-10-23,Present,0,
ATT-STU2026048-2026-10-26,STU2026048,ALG1-B,2026-10-26,Present,0,
ATT-STU2026048-2026-10-27,STU2026048,ALG1-B,2026-10-27,Present,0,
ATT-STU2026048-2026-10-28,STU2026048,ALG1-B,2026-10-28,Present,0,
ATT-STU2026048-2026-10-29,STU2026048,ALG1-B,2026-10-29,Present,0,
ATT-STU2026048-2026-10-30,STU2026048,ALG1-B,2026-10-30,Present,0,
ATT-STU2026048-2026-11-02,STU2026048,ALG1-B,2026-11-02,Present,0,
ATT-STU2026048-2026-11-03,STU2026048,ALG1-B,2026-11-03,Present,0,
ATT-STU2026048-2026-11-04,STU2026048,ALG1-B,2026-11-04,Present,0,
ATT-STU2026048-2026-11-05,STU2026048,ALG1-B,2026-11-05,Absent,0,Yes
ATT-STU2026048-2026-11-06,STU2026048,ALG1-B,2026-11-06,Present,0,
ATT-STU2026048-2026-11-09,STU2026048,ALG1-B,2026-11-09,Absent,0,No
ATT-STU2026049-2026-09-08,STU2026049,ALG1-B,2026-09-08,Present,0,
ATT-STU2026049-2026-09-09,STU2026049,ALG1-B,2026-09-09,Present,0,
ATT-STU2026049-2026-09-10,STU2026049,ALG1-B,2026-09-10,Tardy,15,
ATT-STU2026049-2026-09-11,STU2026049,ALG1-B,2026-09-11,Present,0,
ATT-STU2026049-2026-09-14,STU2026049,ALG1-B,2026-09-14,Present,0,
ATT-STU2026049-2026-09-15,STU2026049,ALG1-B,2026-09-15,Present,0,
ATT-STU2026049-2026-09-16,STU2026049,ALG1-B,2026-09-16,Present,0,
ATT-STU2026049-2026-09-17,STU2026049,ALG1-B,2026-09-17,Absent,0,No
ATT-STU2026049-2026-09-18,STU2026049,ALG1-B,2026-09-18,Present,0,
ATT-STU2026049-2026-09-21,STU2026049,ALG1-B,2026-09-21,Present,0,
ATT-STU2026049-2026-09-22,STU2026049,ALG1-B,2026-09-22,Absent,0,Yes
ATT-STU2026049-2026-09-23,STU2026049,ALG1-B,2026-09-23,Present,0,
ATT-STU2026049-2026-09-24,STU2026049,ALG1-B,2026-09-24,Present,0,
ATT-STU2026049-2026-09-25,STU2026049,ALG1-B,2026-09-25,Present,0,
ATT-STU2026049-2026-09-28,STU2026049,ALG1-B,2026-09-28,Present,0,
ATT-STU2026049-2026-09-29,STU2026049,ALG1-B,2026-09-29,Absent,0,Yes
ATT-STU2026049-2026-09-30,STU2026049,ALG1-B,2026-09-30,Absent,0,Yes
ATT-STU2026049-2026-10-01,STU2026049,ALG1-B,2026-10-01,Present,0,
ATT-STU2026049-2026-10-02,STU2026049,ALG1-B,2026-10-02,Present,0,
ATT-STU2026049-2026-10-05,STU2026049,ALG1-B,2026-10-05,Present,0,
ATT-STU2026049-2026-10-06,STU2026049,ALG1-B,2026-10-06,Absent,0,No
ATT-STU2026049-2026-10-07,STU2026049,ALG1-B,2026-10-07,Present,0,
ATT-STU2026049-2026-10-08,STU2026049,ALG1-B,2026-10-08,Absent,0,No
ATT-STU2026049-2026-10-09,STU2026049,ALG1-B,2026-10-09,Present,0,
ATT-STU2026049-2026-10-12,STU2026049,ALG1-B,2026-10-12,Present,0,
ATT-STU2026049-2026-10-13,STU2026049,ALG1-B,2026-10-13,Present,0,
ATT-STU2026049-2026-10-14,STU2026049,ALG1-B,2026-10-14,Present,0,
ATT-STU2026049-2026-10-15,STU2026049,ALG1-B,2026-10-15,Present,0,
ATT-STU2026049-2026-10-16,STU2026049,ALG1-B,2026-10-16,Absent,0,No
ATT-STU2026049-2026-10-19,STU2026049,ALG1-B,2026-10-19,Absent,0,No
ATT-STU2026049-2026-10-20,STU2026049,ALG1-B,2026-10-20,Present,0,
ATT-STU2026049-2026-10-21,STU2026049,ALG1-B,2026-10-21,Absent,0,No
ATT-STU2026049-2026-10-22,STU2026049,ALG1-B,2026-10-22,Present,0,
ATT-STU2026049-2026-10-23,STU2026049,ALG1-B,2026-10-23,Present,0,
ATT-STU2026049-2026-10-26,STU2026049,ALG1-B,2026-10-26,Present,0,
ATT-STU2026049-2026-10-27,STU2026049,ALG1-B,2026-10-27,Present,0,
ATT-STU2026049-2026-10-28,STU2026049,ALG1-B,2026-10-28,Present,0,
ATT-STU2026049-2026-10-29,STU2026049,ALG1-B,2026-10-29,Absent,0,Yes
ATT-STU2026049-2026-10-30,STU2026049,ALG1-B,2026-10-30,Present,0,
ATT-STU2026049-2026-11-02,STU2026049,ALG1-B,2026-11-02,Absent,0,No
ATT-STU2026049-2026-11-03,STU2026049,ALG1-B,2026-11-03,Present,0,
ATT-STU2026049-2026-11-04,STU2026049,ALG1-B,2026-11-04,Present,0,
ATT-STU2026049-2026-11-05,STU2026049,ALG1-B,2026-11-05,Absent,0,No
ATT-STU2026049-2026-11-06,STU2026049,ALG1-B,2026-11-06,Absent,0,Yes
ATT-STU2026049-2026-11-09,STU2026049,ALG1-B,2026-11-09,Absent,0,No
ATT-STU2026050-2026-09-08,STU2026050,ALG1-B,2026-09-08,Present,0,
ATT-STU2026050-2026-09-09,STU2026050,ALG1-B,2026-09-09,Present,0,
ATT-STU2026050-2026-09-10,STU2026050,ALG1-B,2026-09-10,Present,0,
ATT-STU2026050-2026-09-11,STU2026050,ALG1-B,2026-09-11,Present,0,
ATT-STU2026050-2026-09-14,STU2026050,ALG1-B,2026-09-14,Present,0,
ATT-STU2026050-2026-09-15,STU2026050,ALG1-B,2026-09-15,Present,0,
ATT-STU2026050-2026-09-16,STU2026050,ALG1-B,2026-09-16,Present,0,
ATT-STU2026050-2026-09-17,STU2026050,ALG1-B,2026-09-17,Present,0,
ATT-STU2026050-2026-09-18,STU2026050,ALG1-B,2026-09-18,Present,0,
ATT-STU2026050-2026-09-21,STU2026050,ALG1-B,2026-09-21,Present,0,
ATT-STU2026050-2026-09-22,STU2026050,ALG1-B,2026-09-22,Present,0,
ATT-STU2026050-2026-09-23,STU2026050,ALG1-B,2026-09-23,Present,0,
ATT-STU2026050-2026-09-24,STU2026050,ALG1-B,2026-09-24,Present,0,
ATT-STU2026050-2026-09-25,STU2026050,ALG1-B,2026-09-25,Present,0,
ATT-STU2026050-2026-09-28,STU2026050,ALG1-B,2026-09-28,Present,0,
ATT-STU2026050-2026-09-29,STU2026050,ALG1-B,2026-09-29,Present,0,
ATT-STU2026050-2026-09-30,STU2026050,ALG1-B,2026-09-30,Present,0,
ATT-STU2026050-2026-10-01,STU2026050,ALG1-B,2026-10-01,Present,0,
ATT-STU2026050-2026-10-02,STU2026050,ALG1-B,2026-10-02,Present,0,
ATT-STU2026050-2026-10-05,STU2026050,ALG1-B,2026-10-05,Present,0,
ATT-STU2026050-2026-10-06,STU2026050,ALG1-B,2026-10-06,Present,0,
ATT-STU2026050-2026-10-07,STU2026050,ALG1-B,2026-10-07,Present,0,
ATT-STU2026050-2026-10-08,STU2026050,ALG1-B,2026-10-08,Present,0,
ATT-STU2026050-2026-10-09,STU2026050,ALG1-B,2026-10-09,Present,0,
ATT-STU2026050-2026-10-12,STU2026050,ALG1-B,2026-10-12,Present,0,
ATT-STU2026050-2026-10-13,STU2026050,ALG1-B,2026-10-13,Present,0,
ATT-STU2026050-2026-10-14,STU2026050,ALG1-B,2026-10-14,Present,0,
ATT-STU2026050-2026-10-15,STU2026050,ALG1-B,2026-10-15,Present,0,
ATT-STU2026050-2026-10-16,STU2026050,ALG1-B,2026-10-16,Present,0,
ATT-STU2026050-2026-10-19,STU2026050,ALG1-B,2026-10-19,Present,0,
ATT-STU2026050-2026-10-20,STU2026050,ALG1-B,2026-10-20,Present,0,
ATT-STU2026050-2026-10-21,STU2026050,ALG1-B,2026-10-21,Present,0,
ATT-STU2026050-2026-10-22,STU2026050,ALG1-B,2026-10-22,Present,0,
ATT-STU2026050-2026-10-23,STU2026050,ALG1-B,2026-10-23,Present,0,
ATT-STU2026050-2026-10-26,STU2026050,ALG1-B,2026-10-26,Absent,0,No
ATT-STU2026050-2026-10-27,STU2026050,ALG1-B,2026-10-27,Tardy,7,
ATT-STU2026050-2026-10-28,STU2026050,ALG1-B,2026-10-28,Present,0,
ATT-STU2026050-2026-10-29,STU2026050,ALG1-B,2026-10-29,Present,0,
ATT-STU2026050-2026-10-30,STU2026050,ALG1-B,2026-10-30,Present,0,
ATT-STU2026050-2026-11-02,STU2026050,ALG1-B,2026-11-02,Present,0,
ATT-STU2026050-2026-11-03,STU2026050,ALG1-B,2026-11-03,Present,0,
ATT-STU2026050-2026-11-04,STU2026050,ALG1-B,2026-11-04,Present,0,
ATT-STU2026050-2026-11-05,STU2026050,ALG1-B,2026-11-05,Absent,0,Yes
ATT-STU2026050-2026-11-06,STU2026050,ALG1-B,2026-11-06,Present,0,
ATT-STU2026050-2026-11-09,STU2026050,ALG1-B,2026-11-09,Present,0,
ATT-STU2026051-2026-09-08,STU2026051,ALG1-B,2026-09-08,Present,0,
ATT-STU2026051-2026-09-09,STU2026051,ALG1-B,2026-09-09,Present,0,
ATT-STU2026051-2026-09-10,STU2026051,ALG1-B,2026-09-10,Tardy,7,
ATT-STU2026051-2026-09-11,STU2026051,ALG1-B,2026-09-11,Present,0,
ATT-STU2026051-2026-09-14,STU2026051,ALG1-B,2026-09-14,Tardy,10,
ATT-STU2026051-2026-09-15,STU2026051,ALG1-B,2026-09-15,Present,0,
ATT-STU2026051-2026-09-16,STU2026051,ALG1-B,2026-09-16,Present,0,
ATT-STU2026051-2026-09-17,STU2026051,ALG1-B,2026-09-17,Present,0,
