assessment_score_id,student_id,course_id,assessment_id,points_possible,points_earned,retake_flag
TS-STU2026044-ASM03,STU2026044,ALG1-B,ASM03,25,16.0,Yes
TS-STU2026044-ASM04,STU2026044,ALG1-B,ASM04,100,67.4,No
TS-STU2026044-ASM05,STU2026044,ALG1-B,ASM05,25,20.6,No
TS-STU2026044-ASM06,STU2026044,ALG1-B,ASM06,25,18.6,No
TS-STU2026044-ASM07,STU2026044,ALG1-B,ASM07,25,15.9,No
TS-STU2026044-ASM08,STU2026044,ALG1-B,ASM08,100,65.3,Yes
TS-STU2026045-ASM01,STU2026045,ALG1-B,ASM01,25,12.0,No
TS-STU2026045-ASM02,STU2026045,ALG1-B,ASM02,25,14.4,No
TS-STU2026045-ASM03,STU2026045,ALG1-B,ASM03,25,11.2,No
TS-STU2026045-ASM04,STU2026045,ALG1-B,ASM04,100,28.6,No
TS-STU2026045-ASM05,STU2026045,ALG1-B,ASM05,25,9.2,No
TS-STU2026045-ASM06,STU2026045,ALG1-B,ASM06,25,12.0,No
TS-STU2026045-ASM07,STU2026045,ALG1-B,ASM07,25,7.9,No
TS-STU2026045-ASM08,STU2026045,ALG1-B,ASM08,100,68.9,No
TS-STU2026046-ASM01,STU2026046,ALG1-B,ASM01,25,13.6,No
TS-STU2026046-ASM02,STU2026046,ALG1-B,ASM02,25,11.9,No
TS-STU2026046-ASM03,STU2026046,ALG1-B,ASM03,25,12.3,No
TS-STU2026046-ASM04,STU2026046,ALG1-B,ASM04,100,42.4,No
TS-STU2026046-ASM05,STU2026046,ALG1-B,ASM05,25,6.2,No
TS-STU2026046-ASM06,STU2026046,ALG1-B,ASM06,25,11.2,No
TS-STU2026046-ASM07,STU2026046,ALG1-B,ASM07,25,11.5,No
TS-STU2026046-ASM08,STU2026046,ALG1-B,ASM08,100,53.2,No
TS-STU2026047-ASM01,STU2026047,ALG1-B,ASM01,25,14.9,Yes
TS-STU2026047-ASM02,STU2026047,ALG1-B,ASM02,25,19.4,Yes
TS-STU2026047-ASM03,STU2026047,ALG1-B,ASM03,25,15.4,No
TS-STU2026047-ASM04,STU2026047,ALG1-B,ASM04,100,68.5,No
TS-STU2026047-ASM05,STU2026047,ALG1-B,ASM05,25,19.7,No
TS-STU2026047-ASM06,STU2026047,ALG1-B,ASM06,25,14.8,No
TS-STU2026047-ASM07,STU2026047,ALG1-B,ASM07,25,19.4,No
TS-STU2026047-ASM08,STU2026047,ALG1-B,ASM08,100,57.5,No
TS-STU2026048-ASM01,STU2026048,ALG1-B,ASM01,25,23.4,No
TS-STU2026048-ASM02,STU2026048,ALG1-B,ASM02,25,23.2,No
TS-STU2026048-ASM03,STU2026048,ALG1-B,ASM03,25,20.7,No
TS-STU2026048-ASM04,STU2026048,ALG1-B,ASM04,100,99.2,No
TS-STU2026048-ASM05,STU2026048,ALG1-B,ASM05,25,22.1,No
TS-STU2026048-ASM06,STU2026048,ALG1-B,ASM06,25,23.7,No
TS-STU2026048-ASM07,STU2026048,ALG1-B,ASM07,25,22.5,No
TS-STU2026048-ASM08,STU2026048,ALG1-B,ASM08,100,82.1,No
TS-STU2026049-ASM01,STU2026049,ALG1-B,ASM01,25,10.9,No
TS-STU2026049-ASM02,STU2026049,ALG1-B,ASM02,25,16.1,No
TS-STU2026049-ASM03,STU2026049,ALG1-B,ASM03,25,11.0,No
TS-STU2026049-ASM04,STU2026049,ALG1-B,ASM04,100,66.6,No
TS-STU2026049-ASM05,STU2026049,ALG1-B,ASM05,25,6.2,No
TS-STU2026049-ASM06,STU2026049,ALG1-B,ASM06,25,10.2,No
TS-STU2026049-ASM07,STU2026049,ALG1-B,ASM07,25,14.4,No
TS-STU2026049-ASM08,STU2026049,ALG1-B,ASM08,100,25.0,No
TS-STU2026050-ASM01,STU2026050,ALG1-B,ASM01,25,17.7,No
TS-STU2026050-ASM02,STU2026050,ALG1-B,ASM02,25,22.4,No
TS-STU2026050-ASM03,STU2026050,ALG1-B,ASM03,25,16.2,No
TS-STU2026050-ASM04,STU2026050,ALG1-B,ASM04,100,81.9,No
TS-STU2026050-ASM05,STU2026050,ALG1-B,ASM05,25,19.8,No
TS-STU2026050-ASM06,STU2026050,ALG1-B,ASM06,25,21.8,No
TS-STU2026050-ASM07,STU2026050,ALG1-B,ASM07,25,24.7,No
TS-STU2026050-ASM08,STU2026050,ALG1-B,ASM08,100,77.1,No
TS-STU2026051-ASM01,STU2026051,ALG1-B,ASM01,25,16.1,No
TS-STU2026051-ASM02,STU2026051,ALG1-B,ASM02,25,17.0,No
TS-STU2026051-ASM03,STU2026051,ALG1-B,ASM03,25,11.3,No
TS-STU2026051-ASM04,STU2026051,ALG1-B,ASM04,100,64.0,No
TS-STU2026051-ASM05,STU2026051,ALG1-B,ASM05,25,19.2,No
TS-STU2026051-ASM06,STU2026051,ALG1-B,ASM06,25,17.7,No
TS-STU2026051-ASM07,STU2026051,ALG1-B,ASM07,25,17.2,No
TS-STU2026051-ASM08,STU2026051,ALG1-B,ASM08,100,83.7,Yes
TS-STU2026052-ASM01,STU2026052,ALG1-B,ASM01,25,14.0,No
TS-STU2026052-ASM02,STU2026052,ALG1-B,ASM02,25,17.1,No
TS-STU2026052-ASM03,STU2026052,ALG1-B,ASM03,25,12.0,No
TS-STU2026052-ASM04,STU2026052,ALG1-B,ASM04,100,59.5,No
TS-STU2026052-ASM05,STU2026052,ALG1-B,ASM05,25,14.3,No
TS-STU2026052-ASM06,STU2026052,ALG1-B,ASM06,25,16.5,No
TS-STU2026052-ASM07,STU2026052,ALG1-B,ASM07,25,9.5,No
TS-STU2026052-ASM08,STU2026052,ALG1-B,ASM08,100,39.2,No
TS-STU2026053-ASM01,STU2026053,ALG1-B,ASM01,25,16.8,No
TS-STU2026053-ASM02,STU2026053,ALG1-B,ASM02,25,17.7,No
TS-STU2026053-ASM03,STU2026053,ALG1-B,ASM03,25,14.9,No
TS-STU2026053-ASM04,STU2026053,ALG1-B,ASM04,100,76.2,No
TS-STU2026053-ASM05,STU2026053,ALG1-B,ASM05,25,17.1,No
TS-STU2026053-ASM06,STU2026053,ALG1-B,ASM06,25,15.0,No
TS-STU2026053-ASM07,STU2026053,ALG1-B,ASM07,25,14.6,No
TS-STU2026053-ASM08,STU2026053,ALG1-B,ASM08,100,61.2,No
TS-STU2026054-ASM01,STU2026054,ALG1-B,ASM01,25,18.9,No
TS-STU2026054-ASM02,STU2026054,ALG1-B,ASM02,25,15.1,No
TS-STU2026054-ASM03,STU2026054,ALG1-B,ASM03,25,23.1,Yes
TS-STU2026054-ASM04,STU2026054,ALG1-B,ASM04,100,76.7,No
TS-STU2026054-ASM05,STU2026054,ALG1-B,ASM05,25,15.7,No
TS-STU2026054-ASM06,STU2026054,ALG1-B,ASM06,25,20.2,Yes
TS-STU2026054-ASM07,STU2026054,ALG1-B,ASM07,25,21.3,No
TS-STU2026054-ASM08,STU2026054,ALG1-B,ASM08,100,68.5,No
TS-STU2026055-ASM01,STU2026055,ALG1-B,ASM01,25,24.0,No
TS-STU2026055-ASM02,STU2026055,ALG1-B,ASM02,25,23.9,No
TS-STU2026055-ASM03,STU2026055,ALG1-B,ASM03,25,18.9,No
TS-STU2026055-ASM04,STU2026055,ALG1-B,ASM04,100,85.3,No
TS-STU2026055-ASM05,STU2026055,ALG1-B,ASM05,25,24.1,No
TS-STU2026055-ASM06,STU2026055,ALG1-B,ASM06,25,25.0,No
TS-STU2026055-ASM07,STU2026055,ALG1-B,ASM07,25,19.0,No
TS-STU2026055-ASM08,STU2026055,ALG1-B,ASM08,100,72.2,Yes
TS-STU2026056-ASM01,STU2026056,ALG1-B,ASM01,25,25.0,No
TS-STU2026056-ASM02,STU2026056,ALG1-B,ASM02,25,19.0,No
TS-STU2026056-ASM03,STU2026056,ALG1-B,ASM03,25,23.3,No
TS-STU2026056-ASM04,STU2026056,ALG1-B,ASM04,100,77.5,Yes
TS-STU2026056-ASM05,STU2026056,ALG1-B,ASM05,25,21.3,No
TS-STU2026056-ASM06,STU2026056,ALG1-B,ASM06,25,20.8,Yes
TS-STU2026056-ASM07,STU2026056,ALG1-B,ASM07,25,20.5,No
TS-STU2026056-ASM08,STU2026056,ALG1-B,ASM08,100,76.4,No
TS-STU2026057-ASM01,STU2026057,ALG1-B,ASM01,25,12.0,No
TS-STU2026057-ASM02,STU2026057,ALG1-B,ASM02,25,16.3,Yes
TS-STU2026057-ASM03,STU2026057,ALG1-B,ASM03,25,15.5,No
TS-STU2026057-ASM04,STU2026057,ALG1-B,ASM04,100,51.2,No
TS-STU2026057-ASM05,STU2026057,ALG1-B,ASM05,25,13.3,Yes
TS-STU2026057-ASM06,STU2026057,ALG1-B,ASM06,25,17.1,No
TS-STU2026057-ASM07,STU2026057,ALG1-B,ASM07,25,11.9,No
TS-STU2026057-ASM08,STU2026057,ALG1-B,ASM08,100,36.4,No
TS-STU2026058-ASM01,STU2026058,ALG1-B,ASM01,25,20.7,No
TS-STU2026058-ASM02,STU2026058,ALG1-B,ASM02,25,19.8,No
TS-STU2026058-ASM03,STU2026058,ALG1-B,ASM03,25,20.3,Yes
TS-STU2026058-ASM04,STU2026058,ALG1-B,ASM04,100,96.2,No
TS-STU2026058-ASM05,STU2026058,ALG1-B,ASM05,25,15.9,No
TS-STU2026058-ASM06,STU2026058,ALG1-B,ASM06,25,15.4,No
TS-STU2026058-ASM07,STU2026058,ALG1-B,ASM07,25,18.9,No
TS-STU2026058-ASM08,STU2026058,ALG1-B,ASM08,100,80.4,No
TS-STU2026059-ASM01,STU2026059,ALG1-B,ASM01,25,15.2,No
TS-STU2026059-ASM02,STU2026059,ALG1-B,ASM02,25,19.6,No
TS-STU2026059-ASM03,STU2026059,ALG1-B,ASM03,25,20.5,No
TS-STU2026059-ASM04,STU2026059,ALG1-B,ASM04,100,94.6,No
TS-STU2026059-ASM05,STU2026059,ALG1-B,ASM05,25,19.5,No
TS-STU2026059-ASM06,STU2026059,ALG1-B,ASM06,25,15.3,No
TS-STU2026059-ASM07,STU2026059,ALG1-B,ASM07,25,20.8,No
TS-STU2026059-ASM08,STU2026059,ALG1-B,ASM08,100,80.6,No
TS-STU2026060-ASM01,STU2026060,ALG1-B,ASM01,25,12.5,No
TS-STU2026060-ASM02,STU2026060,ALG1-B,ASM02,25,16.4,No
TS-STU2026060-ASM03,STU2026060,ALG1-B,ASM03,25,17.1,No
TS-STU2026060-ASM04,STU2026060,ALG1-B,ASM04,100,79.9,No
TS-STU2026060-ASM05,STU2026060,ALG1-B,ASM05,25,20.7,No
TS-STU2026060-ASM06,STU2026060,ALG1-B,ASM06,25,12.7,Yes
TS-STU2026060-ASM07,STU2026060,ALG1-B,ASM07,25,16.6,No
TS-STU2026060-ASM08,STU2026060,ALG1-B,ASM08,100,66.6,No
TS-STU2026061-ASM01,STU2026061,ALG1-B,ASM01,25,22.2,No
TS-STU2026061-ASM02,STU2026061,ALG1-B,ASM02,25,21.9,No
TS-STU2026061-ASM03,STU2026061,ALG1-B,ASM03,25,20.6,No
TS-STU2026061-ASM04,STU2026061,ALG1-B,ASM04,100,77.1,No
TS-STU2026061-ASM05,STU2026061,ALG1-B,ASM05,25,18.2,No
TS-STU2026061-ASM06,STU2026061,ALG1-B,ASM06,25,22.3,No
TS-STU2026061-ASM07,STU2026061,ALG1-B,ASM07,25,22.3,No
TS-STU2026061-ASM08,STU2026061,ALG1-B,ASM08,100,79.3,No
TS-STU2026062-ASM01,STU2026062,ALG1-B,ASM01,25,21.7,No
TS-STU2026062-ASM02,STU2026062,ALG1-B,ASM02,25,18.0,No
TS-STU2026062-ASM03,STU2026062,ALG1-B,ASM03,25,19.6,No
TS-STU2026062-ASM04,STU2026062,ALG1-B,ASM04,100,63.8,No
TS-STU2026062-ASM05,STU2026062,ALG1-B,ASM05,25,18.5,No
TS-STU2026062-ASM06,STU2026062,ALG1-B,ASM06,25,24.3,Yes
TS-STU2026062-ASM07,STU2026062,ALG1-B,ASM07,25,17.1,No
TS-STU2026062-ASM08,STU2026062,ALG1-B,ASM08,100,82.3,No
TS-STU2026063-ASM01,STU2026063,ALG1-B,ASM01,25,13.3,No
TS-STU2026063-ASM02,STU2026063,ALG1-B,ASM02,25,15.1,No
TS-STU2026063-ASM03,STU2026063,ALG1-B,ASM03,25,10.3,No
TS-STU2026063-ASM04,STU2026063,ALG1-B,ASM04,100,41.6,No
TS-STU2026063-ASM05,STU2026063,ALG1-B,ASM05,25,6.2,No
TS-STU2026063-ASM06,STU2026063,ALG1-B,ASM06,25,9.5,No
TS-STU2026063-ASM07,STU2026063,ALG1-B,ASM07,25,12.2,No
TS-STU2026063-ASM08,STU2026063,ALG1-B,ASM08,100,47.5,No
TS-STU2026064-ASM01,STU2026064,ALG1-B,ASM01,25,19.8,Yes
TS-STU2026064-ASM02,STU2026064,ALG1-B,ASM02,25,21.9,No
TS-STU2026064-ASM03,STU2026064,ALG1-B,ASM03,25,20.5,No
TS-STU2026064-ASM04,STU2026064,ALG1-B,ASM04,100,84.9,No
TS-STU2026064-ASM05,STU2026064,ALG1-B,ASM05,25,25.0,No
TS-STU2026064-ASM06,STU2026064,ALG1-B,ASM06,25,22.0,No
TS-STU2026064-ASM07,STU2026064,ALG1-B,ASM07,25,22.1,No
TS-STU2026064-ASM08,STU2026064,ALG1-B,ASM08,100,91.3,No
TS-STU2026065-ASM01,STU2026065,ALG1-B,ASM01,25,25.0,No
TS-STU2026065-ASM02,STU2026065,ALG1-B,ASM02,25,22.4,No
TS-STU2026065-ASM03,STU2026065,ALG1-B,ASM03,25,23.7,No
TS-STU2026065-ASM04,STU2026065,ALG1-B,ASM04,100,95.7,No
TS-STU2026065-ASM05,STU2026065,ALG1-B,ASM05,25,23.9,No
TS-STU2026065-ASM06,STU2026065,ALG1-B,ASM06,25,22.4,Yes
TS-STU2026065-ASM07,STU2026065,ALG1-B,ASM07,25,25.0,No
TS-STU2026065-ASM08,STU2026065,ALG1-B,ASM08,100,79.6,No
TS-STU2026066-ASM01,STU2026066,ALG1-B,ASM01,25,13.4,No
TS-STU2026066-ASM02,STU2026066,ALG1-B,ASM02,25,13.0,No
TS-STU2026066-ASM03,STU2026066,ALG1-B,ASM03,25,15.4,No
TS-STU2026066-ASM04,STU2026066,ALG1-B,ASM04,100,52.1,No
TS-STU2026066-ASM05,STU2026066,ALG1-B,ASM05,25,17.6,No
TS-STU2026066-ASM06,STU2026066,ALG1-B,ASM06,25,8.1,No
TS-STU2026066-ASM07,STU2026066,ALG1-B,ASM07,25,8.2,No
TS-STU2026066-ASM08,STU2026066,ALG1-B,ASM08,100,45.3,No
TS-STU2026067-ASM01,STU2026067,ALG1-B,ASM01,25,20.2,Yes
TS-STU2026067-ASM02,STU2026067,ALG1-B,ASM02,25,18.0,No
TS-STU2026067-ASM03,STU2026067,ALG1-B,ASM03,25,16.6,Yes
TS-STU2026067-ASM04,STU2026067,ALG1-B,ASM04,100,100.0,No
TS-STU2026067-ASM05,STU2026067,ALG1-B,ASM05,25,14.6,No
TS-STU2026067-ASM06,STU2026067,ALG1-B,ASM06,25,20.4,No
TS-STU2026067-ASM07,STU2026067,ALG1-B,ASM07,25,18.6,No
TS-STU2026067-ASM08,STU2026067,ALG1-B,ASM08,100,81.9,No
TS-STU2026068-ASM01,STU2026068,ALG1-B,ASM01,25,24.6,No
TS-STU2026068-ASM02,STU2026068,ALG1-B,ASM02,25,24.5,No
TS-STU2026068-ASM03,STU2026068,ALG1-B,ASM03,25,23.0,No
TS-STU2026068-ASM04,STU2026068,ALG1-B,ASM04,100,89.3,No
TS-STU2026068-ASM05,STU2026068,ALG1-B,ASM05,25,25.0,Yes
TS-STU2026068-ASM06,STU2026068,ALG1-B,ASM06,25,23.5,No
TS-STU2026068-ASM07,STU2026068,ALG1-B,ASM07,25,19.8,No
TS-STU2026068-ASM08,STU2026068,ALG1-B,ASM08,100,86.6,No
TS-STU2026069-ASM01,STU2026069,ALG1-B,ASM01,25,10.8,No
TS-STU2026069-ASM02,STU2026069,ALG1-B,ASM02,25,15.1,No
TS-STU2026069-ASM03,STU2026069,ALG1-B,ASM03,25,14.2,No
TS-STU2026069-ASM04,STU2026069,ALG1-B,ASM04,100,44.1,No
TS-STU2026069-ASM05,STU2026069,ALG1-B,ASM05,25,9.1,No
TS-STU2026069-ASM06,STU2026069,ALG1-B,ASM06,25,9.2,No
TS-STU2026069-ASM07,STU2026069,ALG1-B,ASM07,25,13.1,No
TS-STU2026069-ASM08,STU2026069,ALG1-B,ASM08,100,51.0,No
TS-STU2026070-ASM01,STU2026070,ALG1-B,ASM01,25,16.1,No
TS-STU2026070-ASM02,STU2026070,ALG1-B,ASM02,25,21.6,No
TS-STU2026070-ASM03,STU2026070,ALG1-B,ASM03,25,16.7,No
TS-STU2026070-ASM04,STU2026070,ALG1-B,ASM04,100,66.9,No
TS-STU2026070-ASM05,STU2026070,ALG1-B,ASM05,25,17.0,Yes
TS-STU2026070-ASM06,STU2026070,ALG1-B,ASM06,25,18.1,No
TS-STU2026070-ASM07,STU2026070,ALG1-B,ASM07,25,14.1,No
TS-STU2026070-ASM08,STU2026070,ALG1-B,ASM08,100,89.1,No
TS-STU2026071-ASM01,STU2026071,ALG1-B,ASM01,25,22.2,No
TS-STU2026071-ASM02,STU2026071,ALG1-B,ASM02,25,20.0,No
TS-STU2026071-ASM03,STU2026071,ALG1-B,ASM03,25,18.9,No
TS-STU2026071-ASM04,STU2026071,ALG1-B,ASM04,100,43.5,No
TS-STU2026071-ASM05,STU2026071,ALG1-B,ASM05,25,22.4,No
TS-STU2026071-ASM06,STU2026071,ALG1-B,ASM06,25,19.0,No
TS-STU2026071-ASM07,STU2026071,ALG1-B,ASM07,25,15.8,No
TS-STU2026071-ASM08,STU2026071,ALG1-B,ASM08,100,78.5,No
TS-STU2026072-ASM01,STU2026072,ALG1-B,ASM01,25,16.8,Yes
TS-STU2026072-ASM02,STU2026072,ALG1-B,ASM02,25,17.8,No
TS-STU2026072-ASM03,STU2026072,ALG1-B,ASM03,25,17.7,No
TS-STU2026072-ASM04,STU2026072,ALG1-B,ASM04,100,65.3,No
TS-STU2026072-ASM05,STU2026072,ALG1-B,ASM05,25,25.0,No
TS-STU2026072-ASM06,STU2026072,ALG1-B,ASM06,25,12.7,No
TS-STU2026072-ASM07,STU2026072,ALG1-B,ASM07,25,13.1,No
TS-STU2026072-ASM08,STU2026072,ALG1-B,ASM08,100,74.6,No
TS-STU2026073-ASM01,STU2026073,ALG1-B,ASM01,25,14.4,No
TS-STU2026073-ASM02,STU2026073,ALG1-B,ASM02,25,12.2,No
TS-STU2026073-ASM03,STU2026073,ALG1-B,ASM03,25,19.1,No
TS-STU2026073-ASM04,STU2026073,ALG1-B,ASM04,100,85.6,No
TS-STU2026073-ASM05,STU2026073,ALG1-B,ASM05,25,19.7,Yes
TS-STU2026073-ASM06,STU2026073,ALG1-B,ASM06,25,18.7,No
TS-STU2026073-ASM07,STU2026073,ALG1-B,ASM07,25,18.5,No
TS-STU2026073-ASM08,STU2026073,ALG1-B,ASM08,100,72.9,No
TS-STU2026074-ASM01,STU2026074,ALG1-B,ASM01,25,10.0,No
TS-STU2026074-ASM02,STU2026074,ALG1-B,ASM02,25,9.2,No
TS-STU2026074-ASM03,STU2026074,ALG1-B,ASM03,25,10.2,No
TS-STU2026074-ASM04,STU2026074,ALG1-B,ASM04,100,33.9,No
TS-STU2026074-ASM05,STU2026074,ALG1-B,ASM05,25,9.3,No
TS-STU2026074-ASM06,STU2026074,ALG1-B,ASM06,25,15.9,No
TS-STU2026074-ASM07,STU2026074,ALG1-B,ASM07,25,16.2,No
TS-STU2026074-ASM08,STU2026074,ALG1-B,ASM08,100,46.8,No
TS-STU2026075-ASM01,STU2026075,ALG1-B,ASM01,25,16.8,No
TS-STU2026075-ASM02,STU2026075,ALG1-B,ASM02,25,23.0,No
TS-STU2026075-ASM03,STU2026075,ALG1-B,ASM03,25,20.2,Yes
TS-STU2026075-ASM04,STU2026075,ALG1-B,ASM04,100,67.2,No
TS-STU2026075-ASM05,STU2026075,ALG1-B,ASM05,25,20.5,No
TS-STU2026075-ASM06,STU2026075,ALG1-B,ASM06,25,17.5,No
TS-STU2026075-ASM07,STU2026075,ALG1-B,ASM07,25,14.5,No
TS-STU2026075-ASM08,STU2026075,ALG1-B,ASM08,100,99.5,No
TS-STU2026076-ASM01,STU2026076,ALG1-B,ASM01,25,24.1,No
TS-STU2026076-ASM02,STU2026076,ALG1-B,ASM02,25,19.4,No
TS-STU2026076-ASM03,STU2026076,ALG1-B,ASM03,25,25.0,No
TS-STU2026076-ASM04,STU2026076,ALG1-B,ASM04,100,84.1,No
TS-STU2026076-ASM05,STU2026076,ALG1-B,ASM05,25,25.0,Yes
TS-STU2026076-ASM06,STU2026076,ALG1-B,ASM06,25,17.2,No
TS-STU2026076-ASM07,STU2026076,ALG1-B,ASM07,25,18.8,No
TS-STU2026076-ASM08,STU2026076,ALG1-B,ASM08,100,88.7,No
TS-STU2026077-ASM01,STU2026077,ALG1-B,ASM01,25,21.1,No
TS-STU2026077-ASM02,STU2026077,ALG1-B,ASM02,25,17.8,No
TS-STU2026077-ASM03,STU2026077,ALG1-B,ASM03,25,21.3,No
TS-STU2026077-ASM04,STU2026077,ALG1-B,ASM04,100,95.9,No
TS-STU2026077-ASM05,STU2026077,ALG1-B,ASM05,25,15.2,No
TS-STU2026077-ASM06,STU2026077,ALG1-B,ASM06,25,25.0,No
TS-STU2026077-ASM07,STU2026077,ALG1-B,ASM07,25,16.4,No
TS-STU2026077-ASM08,STU2026077,ALG1-B,ASM08,100,70.3,No
TS-STU2026078-ASM01,STU2026078,ALG1-B,ASM01,25,19.7,Yes
TS-STU2026078-ASM02,STU2026078,ALG1-B,ASM02,25,18.8,No
TS-STU2026078-ASM03,STU2026078,ALG1-B,ASM03,25,25.0,No
TS-STU2026078-ASM04,STU2026078,ALG1-B,ASM04,100,78.9,No
TS-STU2026078-ASM05,STU2026078,ALG1-B,ASM05,25,22.9,No
TS-STU2026078-ASM06,STU2026078,ALG1-B,ASM06,25,12.5,No
TS-STU2026078-ASM07,STU2026078,ALG1-B,ASM07,25,12.2,No
TS-STU2026078-ASM08,STU2026078,ALG1-B,ASM08,100,72.7,No
TS-STU2026079-ASM01,STU2026079,ALG1-B,ASM01,25,23.6,No
TS-STU2026079-ASM02,STU2026079,ALG1-B,ASM02,25,23.8,No
TS-STU2026079-ASM03,STU2026079,ALG1-B,ASM03,25,22.6,No
TS-STU2026079-ASM04,STU2026079,ALG1-B,ASM04,100,100.0,No
TS-STU2026079-ASM05,STU2026079,ALG1-B,ASM05,25,24.4,No
TS-STU2026079-ASM06,STU2026079,ALG1-B,ASM06,25,25.0,No
TS-STU2026079-ASM07,STU2026079,ALG1-B,ASM07,25,23.8,No
TS-STU2026079-ASM08,STU2026079,ALG1-B,ASM08,100,96.7,No
TS-STU2026080-ASM01,STU2026080,ALG1-B,ASM01,25,17.8,No
TS-STU2026080-ASM02,STU2026080,ALG1-B,ASM02,25,18.1,No
TS-STU2026080-ASM03,STU2026080,ALG1-B,ASM03,25,18.2,No
TS-STU2026080-ASM04,STU2026080,ALG1-B,ASM04,100,100.0,No
TS-STU2026080-ASM05,STU2026080,ALG1-B,ASM05,25,17.4,No
TS-STU2026080-ASM06,STU2026080,ALG1-B,ASM06,25,17.4,No
TS-STU2026080-ASM07,STU2026080,ALG1-B,ASM07,25,25.0,Yes
TS-STU2026080-ASM08,STU2026080,ALG1-B,ASM08,100,82.2,No
TS-STU2026081-ASM01,STU2026081,ALG1-C,ASM01,25,22.1,No
TS-STU2026081-ASM02,STU2026081,ALG1-C,ASM02,25,11.0,No
TS-STU2026081-ASM03,STU2026081,ALG1-C,ASM03,25,18.5,No
TS-STU2026081-ASM04,STU2026081,ALG1-C,ASM04,100,76.6,No
TS-STU2026081-ASM05,STU2026081,ALG1-C,ASM05,25,20.1,No
TS-STU2026081-ASM06,STU2026081,ALG1-C,ASM06,25,16.5,No
TS-STU2026081-ASM07,STU2026081,ALG1-C,ASM07,25,15.4,No
TS-STU2026081-ASM08,STU2026081,ALG1-C,ASM08,100,74.6,No
TS-STU2026082-ASM01,STU2026082,ALG1-C,ASM01,25,19.7,No
TS-STU2026082-ASM02,STU2026082,ALG1-C,ASM02,25,16.7,No
TS-STU2026082-ASM03,STU2026082,ALG1-C,ASM03,25,23.8,No
TS-STU2026082-ASM04,STU2026082,ALG1-C,ASM04,100,83.6,Yes
TS-STU2026082-ASM05,STU2026082,ALG1-C,ASM05,25,19.1,No
TS-STU2026082-ASM06,STU2026082,ALG1-C,ASM06,25,18.5,No
TS-STU2026082-ASM07,STU2026082,ALG1-C,ASM07,25,19.0,No
TS-STU2026082-ASM08,STU2026082,ALG1-C,ASM08,100,74.2,Yes
TS-STU2026083-ASM01,STU2026083,ALG1-C,ASM01,25,17.3,No
TS-STU2026083-ASM02,STU2026083,ALG1-C,ASM02,25,17.7,Yes
TS-STU2026083-ASM03,STU2026083,ALG1-C,ASM03,25,11.9,No
TS-STU2026083-ASM04,STU2026083,ALG1-C,ASM04,100,62.8,No
TS-STU2026083-ASM05,STU2026083,ALG1-C,ASM05,25,17.6,Yes
TS-STU2026083-ASM06,STU2026083,ALG1-C,ASM06,25,15.7,No
TS-STU2026083-ASM07,STU2026083,ALG1-C,ASM07,25,18.2,No
TS-STU2026083-ASM08,STU2026083,ALG1-C,ASM08,100,64.0,Yes
TS-STU2026084-ASM01,STU2026084,ALG1-C,ASM01,25,11.4,No
TS-STU2026084-ASM02,STU2026084,ALG1-C,ASM02,25,11.3,No
TS-STU2026084-ASM03,STU2026084,ALG1-C,ASM03,25,15.8,No
TS-STU2026084-ASM04,STU2026084,ALG1-C,ASM04,100,38.7,No
TS-STU2026084-ASM05,STU2026084,ALG1-C,ASM05,25,11.9,No
TS-STU2026084-ASM06,STU2026084,ALG1-C,ASM06,25,10.4,No
TS-STU2026084-ASM07,STU2026084,ALG1-C,ASM07,25,10.5,No
TS-STU2026084-ASM08,STU2026084,ALG1-C,ASM08,100,47.4,No
TS-STU2026085-ASM01,STU2026085,ALG1-C,ASM01,25,15.6,Yes
TS-STU2026085-ASM02,STU2026085,ALG1-C,ASM02,25,11.9,No
TS-STU2026085-ASM03,STU2026085,ALG1-C,ASM03,25,13.3,No
TS-STU2026085-ASM04,STU2026085,ALG1-C,ASM04,100,36.1,No
TS-STU2026085-ASM05,STU2026085,ALG1-C,ASM05,25,13.1,Yes
TS-STU2026085-ASM06,STU2026085,ALG1-C,ASM06,25,17.7,No
TS-STU2026085-ASM07,STU2026085,ALG1-C,ASM07,25,12.7,Yes
TS-STU2026085-ASM08,STU2026085,ALG1-C,ASM08,100,53.0,No
TS-STU2026086-ASM01,STU2026086,ALG1-C,ASM01,25,15.5,No
TS-STU2026086-ASM02,STU2026086,ALG1-C,ASM02,25,14.9,No
TS-STU2026086-ASM03,STU2026086,ALG1-C,ASM03,25,14.9,Yes
TS-STU2026086-ASM04,STU2026086,ALG1-C,ASM04,100,36.5,No
TS-STU2026086-ASM05,STU2026086,ALG1-C,ASM05,25,14.7,No
TS-STU2026086-ASM06,STU2026086,ALG1-C,ASM06,25,18.5,No
TS-STU2026086-ASM07,STU2026086,ALG1-C,ASM07,25,13.9,No
TS-STU2026086-ASM08,STU2026086,ALG1-C,ASM08,100,64.7,No
TS-STU2026087-ASM01,STU2026087,ALG1-C,ASM01,25,20.3,No
TS-STU2026087-ASM02,STU2026087,ALG1-C,ASM02,25,15.9,No
TS-STU2026087-ASM03,STU2026087,ALG1-C,ASM03,25,17.0,No
TS-STU2026087-ASM04,STU2026087,ALG1-C,ASM04,100,84.9,No
TS-STU2026087-ASM05,STU2026087,ALG1-C,ASM05,25,20.4,No
